"name","pname","version","patches","system","out","outputs","store_path","cpe","purl","urls","pname_meta","version_meta","meta_homepage","meta_unfree","meta_description","meta_position","meta_license_short","meta_license_spdxid","meta_maintainers_email"
"cargo-package-futures-0.3.31","cargo-package-futures","0.3.31","","x86_64-linux","/nix/store/mpsrcswj0vmajp7h53c9ag1jccd8vss9-cargo-package-futures-0.3.31","['/nix/store/mpsrcswj0vmajp7h53c9ag1jccd8vss9-cargo-package-futures-0.3.31']","/nix/store/scn4y2jaqpsz1q1586kd3mh4pxdb8zka-cargo-package-futures-0.3.31.drv","cpe:2.3:a:cargo-package-futures:cargo-package-futures:0.3.31:*:*:*:*:*:*:*","pkg:nix/cargo-package-futures@0.3.31","","","","","","","","","",""
"cargo-package-futures-channel-0.3.31","cargo-package-futures-channel","0.3.31","","x86_64-linux","/nix/store/v66dyy9yqs9r5k10vykf8cvbxblidvyc-cargo-package-futures-channel-0.3.31","['/nix/store/v66dyy9yqs9r5k10vykf8cvbxblidvyc-cargo-package-futures-channel-0.3.31']","/nix/store/c1sna8wjh9ma7g81h70w6s29n07p3ghi-cargo-package-futures-channel-0.3.31.drv","cpe:2.3:a:cargo-package-futures-channel:cargo-package-futures-channel:0.3.31:*:*:*:*:*:*:*","pkg:nix/cargo-package-futures-channel@0.3.31","","","","","","","","","",""
"cargo-package-futures-core-0.3.31","cargo-package-futures-core","0.3.31","","x86_64-linux","/nix/store/gww4zi30zb4fz03jrb2i2sk43lrddxc9-cargo-package-futures-core-0.3.31","['/nix/store/gww4zi30zb4fz03jrb2i2sk43lrddxc9-cargo-package-futures-core-0.3.31']","/nix/store/fdkdbq56zlkk6xzg1zwpcjsk2v4rghi5-cargo-package-futures-core-0.3.31.drv","cpe:2.3:a:cargo-package-futures-core:cargo-package-futures-core:0.3.31:*:*:*:*:*:*:*","pkg:nix/cargo-package-futures-core@0.3.31","","","","","","","","","",""
"cargo-package-futures-executor-0.3.31","cargo-package-futures-executor","0.3.31","","x86_64-linux","/nix/store/yhpix8jlzc9mc703z58awafprs5v082p-cargo-package-futures-executor-0.3.31","['/nix/store/yhpix8jlzc9mc703z58awafprs5v082p-cargo-package-futures-executor-0.3.31']","/nix/store/5chcrfzwpmj2sp4hvhj7pp02wa2yqbiq-cargo-package-futures-executor-0.3.31.drv","cpe:2.3:a:cargo-package-futures-executor:cargo-package-futures-executor:0.3.31:*:*:*:*:*:*:*","pkg:nix/cargo-package-futures-executor@0.3.31","","","","","","","","","",""
"cargo-package-futures-io-0.3.31","cargo-package-futures-io","0.3.31","","x86_64-linux","/nix/store/c9r9gq7a2scr3sp7w1cnj7h0mwvw6xd3-cargo-package-futures-io-0.3.31","['/nix/store/c9r9gq7a2scr3sp7w1cnj7h0mwvw6xd3-cargo-package-futures-io-0.3.31']","/nix/store/bxsbh64cvand0f0n4xqv7g16x244lr2x-cargo-package-futures-io-0.3.31.drv","cpe:2.3:a:cargo-package-futures-io:cargo-package-futures-io:0.3.31:*:*:*:*:*:*:*","pkg:nix/cargo-package-futures-io@0.3.31","","","","","","","","","",""
"cargo-package-futures-lite-1.13.0","cargo-package-futures-lite","1.13.0","","x86_64-linux","/nix/store/f4yijbfl6wqln8nrr27dd8w7hf0fksan-cargo-package-futures-lite-1.13.0","['/nix/store/f4yijbfl6wqln8nrr27dd8w7hf0fksan-cargo-package-futures-lite-1.13.0']","/nix/store/ln5q4cm0qw1ql044i0r5zyyq893yaqp7-cargo-package-futures-lite-1.13.0.drv","cpe:2.3:a:cargo-package-futures-lite:cargo-package-futures-lite:1.13.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-futures-lite@1.13.0","","","","","","","","","",""
"cargo-package-futures-macro-0.3.31","cargo-package-futures-macro","0.3.31","","x86_64-linux","/nix/store/73c6nwh7b9j7bblyh1sjzzahhc2wprhs-cargo-package-futures-macro-0.3.31","['/nix/store/73c6nwh7b9j7bblyh1sjzzahhc2wprhs-cargo-package-futures-macro-0.3.31']","/nix/store/27q4l8qk8gzi2if9vivmz0vd9718mjni-cargo-package-futures-macro-0.3.31.drv","cpe:2.3:a:cargo-package-futures-macro:cargo-package-futures-macro:0.3.31:*:*:*:*:*:*:*","pkg:nix/cargo-package-futures-macro@0.3.31","","","","","","","","","",""
"cargo-package-futures-sink-0.3.31","cargo-package-futures-sink","0.3.31","","x86_64-linux","/nix/store/0kn4pjmyl7mf7f3pakpjrlhrk7yid3ib-cargo-package-futures-sink-0.3.31","['/nix/store/0kn4pjmyl7mf7f3pakpjrlhrk7yid3ib-cargo-package-futures-sink-0.3.31']","/nix/store/g2bkhsbx2sagp8qfvm06j8jqs9pzf6al-cargo-package-futures-sink-0.3.31.drv","cpe:2.3:a:cargo-package-futures-sink:cargo-package-futures-sink:0.3.31:*:*:*:*:*:*:*","pkg:nix/cargo-package-futures-sink@0.3.31","","","","","","","","","",""
"cargo-package-futures-task-0.3.31","cargo-package-futures-task","0.3.31","","x86_64-linux","/nix/store/ll3785hqb9k1zvzyarhhfh12yb5n3zm4-cargo-package-futures-task-0.3.31","['/nix/store/ll3785hqb9k1zvzyarhhfh12yb5n3zm4-cargo-package-futures-task-0.3.31']","/nix/store/zvbhla131xybp7s0xadd4wyj6nsd9m2x-cargo-package-futures-task-0.3.31.drv","cpe:2.3:a:cargo-package-futures-task:cargo-package-futures-task:0.3.31:*:*:*:*:*:*:*","pkg:nix/cargo-package-futures-task@0.3.31","","","","","","","","","",""
"cargo-package-futures-util-0.3.31","cargo-package-futures-util","0.3.31","","x86_64-linux","/nix/store/1nslf481wmzjhb6hqg1fhsxw8xz13b9n-cargo-package-futures-util-0.3.31","['/nix/store/1nslf481wmzjhb6hqg1fhsxw8xz13b9n-cargo-package-futures-util-0.3.31']","/nix/store/xp9xrnasnqsmgf3p62ylnccvnv5c4ksk-cargo-package-futures-util-0.3.31.drv","cpe:2.3:a:cargo-package-futures-util:cargo-package-futures-util:0.3.31:*:*:*:*:*:*:*","pkg:nix/cargo-package-futures-util@0.3.31","","","","","","","","","",""
"cargo-package-fuzzy-matcher-0.3.7","cargo-package-fuzzy-matcher","0.3.7","","x86_64-linux","/nix/store/sssnq3xfksxabk5v5sr07y9i05x75ibj-cargo-package-fuzzy-matcher-0.3.7","['/nix/store/sssnq3xfksxabk5v5sr07y9i05x75ibj-cargo-package-fuzzy-matcher-0.3.7']","/nix/store/008a27jrcr7kpmypxh397ljhk3674c55-cargo-package-fuzzy-matcher-0.3.7.drv","cpe:2.3:a:cargo-package-fuzzy-matcher:cargo-package-fuzzy-matcher:0.3.7:*:*:*:*:*:*:*","pkg:nix/cargo-package-fuzzy-matcher@0.3.7","","","","","","","","","",""
"cargo-package-generator-0.8.8","cargo-package-generator","0.8.8","","x86_64-linux","/nix/store/6hhdzg77khrxqawsy7ibws0dd964xs0x-cargo-package-generator-0.8.8","['/nix/store/6hhdzg77khrxqawsy7ibws0dd964xs0x-cargo-package-generator-0.8.8']","/nix/store/z9mi4qm0ja56d5kwcb0lhm76wps87yp0-cargo-package-generator-0.8.8.drv","cpe:2.3:a:cargo-package-generator:cargo-package-generator:0.8.8:*:*:*:*:*:*:*","pkg:nix/cargo-package-generator@0.8.8","","","","","","","","","",""
"cargo-package-generic-array-0.14.7","cargo-package-generic-array","0.14.7","","x86_64-linux","/nix/store/1ygg0m6fg8z699wzfxwawb96w03fdvrv-cargo-package-generic-array-0.14.7","['/nix/store/1ygg0m6fg8z699wzfxwawb96w03fdvrv-cargo-package-generic-array-0.14.7']","/nix/store/8qg7wkjga5jvkm4rmsl16plclb518crh-cargo-package-generic-array-0.14.7.drv","cpe:2.3:a:cargo-package-generic-array:cargo-package-generic-array:0.14.7:*:*:*:*:*:*:*","pkg:nix/cargo-package-generic-array@0.14.7","","","","","","","","","",""
"cargo-package-getopts-0.2.24","cargo-package-getopts","0.2.24","","x86_64-linux","/nix/store/n6l94y7fcd76nc3kqkjqrnp5cjmnaf5m-cargo-package-getopts-0.2.24","['/nix/store/n6l94y7fcd76nc3kqkjqrnp5cjmnaf5m-cargo-package-getopts-0.2.24']","/nix/store/1jsl8132k4mxpw30xqn2r9ijyh6q3dyh-cargo-package-getopts-0.2.24.drv","cpe:2.3:a:cargo-package-getopts:cargo-package-getopts:0.2.24:*:*:*:*:*:*:*","pkg:nix/cargo-package-getopts@0.2.24","","","","","","","","","",""
"cargo-package-getrandom-0.2.16","cargo-package-getrandom","0.2.16","","x86_64-linux","/nix/store/gdf903pg8qxq0vf2z532hbm4r8slhyrm-cargo-package-getrandom-0.2.16","['/nix/store/gdf903pg8qxq0vf2z532hbm4r8slhyrm-cargo-package-getrandom-0.2.16']","/nix/store/2ckv1fvgwgzd4r5hiwqy32bgpswfql8y-cargo-package-getrandom-0.2.16.drv","cpe:2.3:a:cargo-package-getrandom:cargo-package-getrandom:0.2.16:*:*:*:*:*:*:*","pkg:nix/cargo-package-getrandom@0.2.16","","","","","","","","","",""
"cargo-package-getrandom-0.3.4","cargo-package-getrandom","0.3.4","","x86_64-linux","/nix/store/la7if1602ipxgc1f3l8x4p99l49wnl7f-cargo-package-getrandom-0.3.4","['/nix/store/la7if1602ipxgc1f3l8x4p99l49wnl7f-cargo-package-getrandom-0.3.4']","/nix/store/n7bihdysfmqbmk89jdfhivjzn3387m3i-cargo-package-getrandom-0.3.4.drv","cpe:2.3:a:cargo-package-getrandom:cargo-package-getrandom:0.3.4:*:*:*:*:*:*:*","pkg:nix/cargo-package-getrandom@0.3.4","","","","","","","","","",""
"cargo-package-gimli-0.32.0","cargo-package-gimli","0.32.0","","x86_64-linux","/nix/store/n45xxsi754jdiqb7rkmcqz6jwmahbx66-cargo-package-gimli-0.32.0","['/nix/store/n45xxsi754jdiqb7rkmcqz6jwmahbx66-cargo-package-gimli-0.32.0']","/nix/store/whc58jiz1jvm76qnp55zafb66pb1yvdz-cargo-package-gimli-0.32.0.drv","cpe:2.3:a:cargo-package-gimli:cargo-package-gimli:0.32.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-gimli@0.32.0","","","","","","","","","",""
"cargo-package-gimli-0.32.3","cargo-package-gimli","0.32.3","","x86_64-linux","/nix/store/82rvfd4rkp2ranqbvsh5a2a6q3kxqxvh-cargo-package-gimli-0.32.3","['/nix/store/82rvfd4rkp2ranqbvsh5a2a6q3kxqxvh-cargo-package-gimli-0.32.3']","/nix/store/sljffglbqga49f67r56hsfslkqi165q7-cargo-package-gimli-0.32.3.drv","cpe:2.3:a:cargo-package-gimli:cargo-package-gimli:0.32.3:*:*:*:*:*:*:*","pkg:nix/cargo-package-gimli@0.32.3","","","","","","","","","",""
"cargo-package-glob-0.3.3","cargo-package-glob","0.3.3","","x86_64-linux","/nix/store/pjrzbpg4xaxz00mf4wkawrdbq14rn1zp-cargo-package-glob-0.3.3","['/nix/store/pjrzbpg4xaxz00mf4wkawrdbq14rn1zp-cargo-package-glob-0.3.3']","/nix/store/jhlx8yxljqig706asppqr5hbpzpsyrcz-cargo-package-glob-0.3.3.drv","cpe:2.3:a:cargo-package-glob:cargo-package-glob:0.3.3:*:*:*:*:*:*:*","pkg:nix/cargo-package-glob@0.3.3","","","","","","","","","",""
"cargo-package-gloo-timers-0.3.0","cargo-package-gloo-timers","0.3.0","","x86_64-linux","/nix/store/892rdqr59lbdqkmc05r7pyggajx0hmgr-cargo-package-gloo-timers-0.3.0","['/nix/store/892rdqr59lbdqkmc05r7pyggajx0hmgr-cargo-package-gloo-timers-0.3.0']","/nix/store/rzwnq8db7zrd19dp7xx7fv9zjr24nbq4-cargo-package-gloo-timers-0.3.0.drv","cpe:2.3:a:cargo-package-gloo-timers:cargo-package-gloo-timers:0.3.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-gloo-timers@0.3.0","","","","","","","","","",""
"cargo-package-h2-0.4.13","cargo-package-h2","0.4.13","","x86_64-linux","/nix/store/y1gyfg065m2bb1qmwq6041mqpcsd0bn3-cargo-package-h2-0.4.13","['/nix/store/y1gyfg065m2bb1qmwq6041mqpcsd0bn3-cargo-package-h2-0.4.13']","/nix/store/rala1kq88pv592mmnzwnyydzp3dsjx5l-cargo-package-h2-0.4.13.drv","cpe:2.3:a:cargo-package-h2:cargo-package-h2:0.4.13:*:*:*:*:*:*:*","pkg:nix/cargo-package-h2@0.4.13","","","","","","","","","",""
"cargo-package-hashbrown-0.12.3","cargo-package-hashbrown","0.12.3","","x86_64-linux","/nix/store/nmg6i3zxwwk8c7gswpf4s5p88r7qfkzy-cargo-package-hashbrown-0.12.3","['/nix/store/nmg6i3zxwwk8c7gswpf4s5p88r7qfkzy-cargo-package-hashbrown-0.12.3']","/nix/store/hp7iq7sjzgk1anq5i0icdd20646vs7a2-cargo-package-hashbrown-0.12.3.drv","cpe:2.3:a:cargo-package-hashbrown:cargo-package-hashbrown:0.12.3:*:*:*:*:*:*:*","pkg:nix/cargo-package-hashbrown@0.12.3","","","","","","","","","",""
"cargo-package-hashbrown-0.14.5","cargo-package-hashbrown","0.14.5","","x86_64-linux","/nix/store/srbxfij6rp7qvnlxz01nkgwq2mj9dziq-cargo-package-hashbrown-0.14.5","['/nix/store/srbxfij6rp7qvnlxz01nkgwq2mj9dziq-cargo-package-hashbrown-0.14.5']","/nix/store/z69lhcc5qhvlqf5g4nk5k1p7wib1z2g8-cargo-package-hashbrown-0.14.5.drv","cpe:2.3:a:cargo-package-hashbrown:cargo-package-hashbrown:0.14.5:*:*:*:*:*:*:*","pkg:nix/cargo-package-hashbrown@0.14.5","","","","","","","","","",""
"cargo-package-hashbrown-0.15.5","cargo-package-hashbrown","0.15.5","","x86_64-linux","/nix/store/0vp7bpz00jpvmcjgbnqmhz26wi48qwyy-cargo-package-hashbrown-0.15.5","['/nix/store/0vp7bpz00jpvmcjgbnqmhz26wi48qwyy-cargo-package-hashbrown-0.15.5']","/nix/store/wxsl5nzahhmi12am934vc0vwy6k4qjq5-cargo-package-hashbrown-0.15.5.drv","cpe:2.3:a:cargo-package-hashbrown:cargo-package-hashbrown:0.15.5:*:*:*:*:*:*:*","pkg:nix/cargo-package-hashbrown@0.15.5","","","","","","","","","",""
"cargo-package-hashbrown-0.16.1","cargo-package-hashbrown","0.16.1","","x86_64-linux","/nix/store/nggmcdpqwjq93cbg9zgx946p2dr11xim-cargo-package-hashbrown-0.16.1","['/nix/store/nggmcdpqwjq93cbg9zgx946p2dr11xim-cargo-package-hashbrown-0.16.1']","/nix/store/1ylp1nnpyc3dd84n155bkbk42vz12w3z-cargo-package-hashbrown-0.16.1.drv","cpe:2.3:a:cargo-package-hashbrown:cargo-package-hashbrown:0.16.1:*:*:*:*:*:*:*","pkg:nix/cargo-package-hashbrown@0.16.1","","","","","","","","","",""
"cargo-package-heck-0.4.1","cargo-package-heck","0.4.1","","x86_64-linux","/nix/store/qglhmx562qzvcdm5ssvpnfrmjs6aw30x-cargo-package-heck-0.4.1","['/nix/store/qglhmx562qzvcdm5ssvpnfrmjs6aw30x-cargo-package-heck-0.4.1']","/nix/store/zv2azxwpbxmjhbx23m29rssywddk2nq2-cargo-package-heck-0.4.1.drv","cpe:2.3:a:cargo-package-heck:cargo-package-heck:0.4.1:*:*:*:*:*:*:*","pkg:nix/cargo-package-heck@0.4.1","","","","","","","","","",""
"cargo-package-heck-0.5.0","cargo-package-heck","0.5.0","","x86_64-linux","/nix/store/zrxy9vkd0yrkv991nnhm25yk9y7nq3iy-cargo-package-heck-0.5.0","['/nix/store/zrxy9vkd0yrkv991nnhm25yk9y7nq3iy-cargo-package-heck-0.5.0']","/nix/store/ldydgmajby0cndnaslmbi59qlk78s3kl-cargo-package-heck-0.5.0.drv","cpe:2.3:a:cargo-package-heck:cargo-package-heck:0.5.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-heck@0.5.0","","","","","","","","","",""
"cargo-package-hermit-abi-0.5.2","cargo-package-hermit-abi","0.5.2","","x86_64-linux","/nix/store/r60crkziqc29903aym4rswdjp17pmh0a-cargo-package-hermit-abi-0.5.2","['/nix/store/r60crkziqc29903aym4rswdjp17pmh0a-cargo-package-hermit-abi-0.5.2']","/nix/store/875b40qlama5f9m9ih6rcxhxhlk00p5p-cargo-package-hermit-abi-0.5.2.drv","cpe:2.3:a:cargo-package-hermit-abi:cargo-package-hermit-abi:0.5.2:*:*:*:*:*:*:*","pkg:nix/cargo-package-hermit-abi@0.5.2","","","","","","","","","",""
"cargo-package-hex-0.4.3","cargo-package-hex","0.4.3","","x86_64-linux","/nix/store/fh06dmclc2wfr3gksf9khfn3z66k63mk-cargo-package-hex-0.4.3","['/nix/store/fh06dmclc2wfr3gksf9khfn3z66k63mk-cargo-package-hex-0.4.3']","/nix/store/abmjak7lwiy1k2p4dwxrx5gn518v9dmj-cargo-package-hex-0.4.3.drv","cpe:2.3:a:cargo-package-hex:cargo-package-hex:0.4.3:*:*:*:*:*:*:*","pkg:nix/cargo-package-hex@0.4.3","","","","","","","","","",""
"cargo-package-home-0.5.12","cargo-package-home","0.5.12","","x86_64-linux","/nix/store/blpj9l5mzyyapgz0ijp77y2k9g3vpm0a-cargo-package-home-0.5.12","['/nix/store/blpj9l5mzyyapgz0ijp77y2k9g3vpm0a-cargo-package-home-0.5.12']","/nix/store/s987v9w8mysqfxdn33dcgyng6rr966m4-cargo-package-home-0.5.12.drv","cpe:2.3:a:cargo-package-home:cargo-package-home:0.5.12:*:*:*:*:*:*:*","pkg:nix/cargo-package-home@0.5.12","","","","","","","","","",""
"cargo-package-hostname-0.4.2","cargo-package-hostname","0.4.2","","x86_64-linux","/nix/store/x3s981x49d5qhr39fsm9jcjy9pgjhgdz-cargo-package-hostname-0.4.2","['/nix/store/x3s981x49d5qhr39fsm9jcjy9pgjhgdz-cargo-package-hostname-0.4.2']","/nix/store/rw9z8szadhyd8dmzda25485mjfvxgl4s-cargo-package-hostname-0.4.2.drv","cpe:2.3:a:cargo-package-hostname:cargo-package-hostname:0.4.2:*:*:*:*:*:*:*","pkg:nix/cargo-package-hostname@0.4.2","","","","","","","","","",""
"cargo-package-http-0.2.12","cargo-package-http","0.2.12","","x86_64-linux","/nix/store/ps3xsn6haqjn0zd5n6s133fv0bcw8njx-cargo-package-http-0.2.12","['/nix/store/ps3xsn6haqjn0zd5n6s133fv0bcw8njx-cargo-package-http-0.2.12']","/nix/store/wqa0ha9nd83jpw9cfzr9xp3zdir5n5i6-cargo-package-http-0.2.12.drv","cpe:2.3:a:cargo-package-http:cargo-package-http:0.2.12:*:*:*:*:*:*:*","pkg:nix/cargo-package-http@0.2.12","","","","","","","","","",""
"cargo-package-http-1.4.0","cargo-package-http","1.4.0","","x86_64-linux","/nix/store/yq0g8l65cnwkdrl5may1mmpbdw5nnsxf-cargo-package-http-1.4.0","['/nix/store/yq0g8l65cnwkdrl5may1mmpbdw5nnsxf-cargo-package-http-1.4.0']","/nix/store/4h0sp53pk6y95z96c6dvx21nr797f12s-cargo-package-http-1.4.0.drv","cpe:2.3:a:cargo-package-http:cargo-package-http:1.4.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-http@1.4.0","","","","","","","","","",""
"cargo-package-http-body-1.0.1","cargo-package-http-body","1.0.1","","x86_64-linux","/nix/store/vkzqkgb5l2fbz5ls9m8kwsaigda5cgsj-cargo-package-http-body-1.0.1","['/nix/store/vkzqkgb5l2fbz5ls9m8kwsaigda5cgsj-cargo-package-http-body-1.0.1']","/nix/store/m1si0rh4rvh09v1hmjzzwsbjvi53h003-cargo-package-http-body-1.0.1.drv","cpe:2.3:a:cargo-package-http-body:cargo-package-http-body:1.0.1:*:*:*:*:*:*:*","pkg:nix/cargo-package-http-body@1.0.1","","","","","","","","","",""
"cargo-package-http-body-util-0.1.3","cargo-package-http-body-util","0.1.3","","x86_64-linux","/nix/store/0kgiznq3b8nkrkcb26f1q69qzhxncps2-cargo-package-http-body-util-0.1.3","['/nix/store/0kgiznq3b8nkrkcb26f1q69qzhxncps2-cargo-package-http-body-util-0.1.3']","/nix/store/qda4f49hq7cwl4d6k59725k0yy2kp5za-cargo-package-http-body-util-0.1.3.drv","cpe:2.3:a:cargo-package-http-body-util:cargo-package-http-body-util:0.1.3:*:*:*:*:*:*:*","pkg:nix/cargo-package-http-body-util@0.1.3","","","","","","","","","",""
"cargo-package-httparse-1.10.1","cargo-package-httparse","1.10.1","","x86_64-linux","/nix/store/shvpk09l4yrmg99vka86csxa5776vla5-cargo-package-httparse-1.10.1","['/nix/store/shvpk09l4yrmg99vka86csxa5776vla5-cargo-package-httparse-1.10.1']","/nix/store/sfhz704gszg847is8q6a88lzmkbxb7sc-cargo-package-httparse-1.10.1.drv","cpe:2.3:a:cargo-package-httparse:cargo-package-httparse:1.10.1:*:*:*:*:*:*:*","pkg:nix/cargo-package-httparse@1.10.1","","","","","","","","","",""
"cargo-package-httpdate-1.0.3","cargo-package-httpdate","1.0.3","","x86_64-linux","/nix/store/pv4vbyy5inm4237nvssdinr0nrzivk53-cargo-package-httpdate-1.0.3","['/nix/store/pv4vbyy5inm4237nvssdinr0nrzivk53-cargo-package-httpdate-1.0.3']","/nix/store/ii1qwh6h0v1d60c5ab1h37lg08dvzwhr-cargo-package-httpdate-1.0.3.drv","cpe:2.3:a:cargo-package-httpdate:cargo-package-httpdate:1.0.3:*:*:*:*:*:*:*","pkg:nix/cargo-package-httpdate@1.0.3","","","","","","","","","",""
"cargo-package-hwlocality-1.0.0-alpha.11","cargo-package-hwlocality","1.0.0-alpha.11","","x86_64-linux","/nix/store/lzq47wrjb00glf3ks6kvj99cj5ngfr91-cargo-package-hwlocality-1.0.0-alpha.11","['/nix/store/lzq47wrjb00glf3ks6kvj99cj5ngfr91-cargo-package-hwlocality-1.0.0-alpha.11']","/nix/store/spmnfak3rw91g19qipyc9j13yvh8r2yw-cargo-package-hwlocality-1.0.0-alpha.11.drv","cpe:2.3:a:cargo-package-hwlocality:cargo-package-hwlocality:1.0.0-alpha.11:*:*:*:*:*:*:*","pkg:nix/cargo-package-hwlocality@1.0.0-alpha.11","","","","","","","","","",""
"cargo-package-hwlocality-sys-0.6.4","cargo-package-hwlocality-sys","0.6.4","","x86_64-linux","/nix/store/m6yq8cf519r3nnyjna1mcx9rym4kv05p-cargo-package-hwlocality-sys-0.6.4","['/nix/store/m6yq8cf519r3nnyjna1mcx9rym4kv05p-cargo-package-hwlocality-sys-0.6.4']","/nix/store/ra49y132s7y2153a3l053vq9r1f2ppsh-cargo-package-hwlocality-sys-0.6.4.drv","cpe:2.3:a:cargo-package-hwlocality-sys:cargo-package-hwlocality-sys:0.6.4:*:*:*:*:*:*:*","pkg:nix/cargo-package-hwlocality-sys@0.6.4","","","","","","","","","",""
"cargo-package-hyper-1.8.1","cargo-package-hyper","1.8.1","","x86_64-linux","/nix/store/b25qy8nwfqzngxah7274gsja9vb555lp-cargo-package-hyper-1.8.1","['/nix/store/b25qy8nwfqzngxah7274gsja9vb555lp-cargo-package-hyper-1.8.1']","/nix/store/qipkak80pv1hbs30srjd5gyn4gr2k69r-cargo-package-hyper-1.8.1.drv","cpe:2.3:a:cargo-package-hyper:cargo-package-hyper:1.8.1:*:*:*:*:*:*:*","pkg:nix/cargo-package-hyper@1.8.1","","","","","","","","","",""
"cargo-package-hyper-named-pipe-0.1.0","cargo-package-hyper-named-pipe","0.1.0","","x86_64-linux","/nix/store/hh65r92lc5ky9dazrs7jibqrm4h51jsr-cargo-package-hyper-named-pipe-0.1.0","['/nix/store/hh65r92lc5ky9dazrs7jibqrm4h51jsr-cargo-package-hyper-named-pipe-0.1.0']","/nix/store/iqydh7w91rhs3xfni508gza04x2i5z61-cargo-package-hyper-named-pipe-0.1.0.drv","cpe:2.3:a:cargo-package-hyper-named-pipe:cargo-package-hyper-named-pipe:0.1.0:*:*:*:*:*:*:*","pkg:nix/cargo-package-hyper-named-pipe@0.1.0","","","","","","","","","",""
"cargo-package-hyper-rustls-0.27.7","cargo-package-hyper-rustls","0.27.7","","x86_64-linux","/nix/store/jqycblmjr72lrfgcn7fz3srwnvcpgsap-cargo-package-hyper-rustls-0.27.7","['/nix/store/jqycblmjr72lrfgcn7fz3srwnvcpgsap-cargo-package-hyper-rustls-0.27.7']","/nix/store/x6dskn4f1y3yb2l7pmb9y5z4p3rkrzqs-cargo-package-hyper-rustls-0.27.7.drv","cpe:2.3:a:cargo-package-hyper-rustls:cargo-package-hyper-rustls:0.27.7:*:*:*:*:*:*:*","pkg:nix/cargo-package-hyper-rustls@0.27.7","","","","","","","","","",""
"cargo-package-hyper-timeout-0.5.2","cargo-package-hyper-timeout","0.5.2","","x86_64-linux","/nix/store/gdx8xix7jb8a26p12hixx21dzkk9qjm2-cargo-package-hyper-timeout-0.5.2","['/nix/store/gdx8xix7jb8a26p12hixx21dzkk9qjm2-cargo-package-hyper-timeout-0.5.2']","/nix/store/a6609f8dlcx073ld5sn9hbidsz34k58g-cargo-package-hyper-timeout-0.5.2.drv","cpe:2.3:a:cargo-package-hyper-timeout:cargo-package-hyper-timeout:0.5.2:*:*:*:*:*:*:*","pkg:nix/cargo-package-hyper-timeout@0.5.2","","","","","","","","","",""
"cargo-package-hyper-util-0.1.19","cargo-package-hyper-util","0.1.19","","x86_64-linux","/nix/store/p7ifiv7dfbx6m2gn786b4n2i6401kfv2-cargo-package-hyper-util-0.1.19","['/nix/store/p7ifiv7dfbx6m2gn786b4n2i6401kfv2-cargo-package-hyper-util-0.1.19']","/nix/store/3ch5mj24wnys5f6mpqw3rf2k067bvbs0-cargo-package-hyper-util-0.1.19.drv","cpe:2.3:a:cargo-package-hyper-util:cargo-package-hyper-util:0.1.19:*:*:*:*:*:*:*","pkg:nix/cargo-package-hyper-util@0.1.19","","","","","","","","","",""
"cargo-package-hyperlocal-0.9.1","cargo-package-hyperlocal","0.9.1","","x86_64-linux","/nix/store/cpb3gaslksd3wgm3j76c36jhqs4cc3y9-cargo-package-hyperlocal-0.9.1","['/nix/store/cpb3gaslksd3wgm3j76c36jhqs4cc3y9-cargo-package-hyperlocal-0.9.1']","/nix/store/bbma7f60j3qak5na05rc9km3vprfikjc-cargo-package-hyperlocal-0.9.1.drv","cpe:2.3:a:cargo-package-hyperlocal:cargo-package-hyperlocal:0.9.1:*:*:*:*:*:*:*","pkg:nix/cargo-package-hyperlocal@0.9.1","","","","","","","","","",""
"cargo-package-iana-time-zone-0.1.64","cargo-package-iana-time-zone","0.1.64","","x86_64-linux","/nix/store/3x8y6b2nnjbm1s3dikq16sdnakhy093w-cargo-package-iana-time-zone-0.1.64","['/nix/store/3x8y6b2nnjbm1s3dikq16sdnakhy093w-cargo-package-iana-time-zone-0.1.64']","/nix/store/bacn4n5vymxwklpbdw8xmn34q9jqmibx-cargo-package-iana-time-zone-0.1.64.drv","cpe:2.3:a:cargo-package-iana-time-zone:cargo-package-iana-time-zone:0.1.64:*:*:*:*:*:*:*","pkg:nix/cargo-package-iana-time-zone@0.1.64","","","","","","","","","",""
"cargo-package-iana-time-zone-haiku-0.1.2","cargo-package-iana-time-zone-haiku","0.1.2","","x86_64-linux","/nix/store/asjvwqfsdck9vg0qm2fgfcngaakd1v23-cargo-package-iana-time-zone-haiku-0.1.2","['/nix/store/asjvwqfsdck9vg0qm2fgfcngaakd1v23-cargo-package-iana-time-zone-haiku-0.1.2']","/nix/store/p47aq6padybjfw31k9ry3xglbr84qcnd-cargo-package-iana-time-zone-haiku-0.1.2.drv","cpe:2.3:a:cargo-package-iana-time-zone-haiku:cargo-package-iana-time-zone-haiku:0.1.2:*:*:*:*:*:*:*","pkg:nix/cargo-package-iana-time-zone-haiku@0.1.2","","","","","","","","","",""
